t,q1,qd1,qdd1,q2,qd2,qdd2
3.77,-0.587857,-0.808965,-1.39682,0.0443933,1.04435,1.08866
3.78,-0.595917,-0.803046,-1.39896,-0.945386,-0.412579,-0.0834941
3.79,-0.603918,-0.797047,-1.40096,-0.580734,-1.00494,0.521337
3.8,-0.611858,-0.790968,-1.40283,0.615922,-0.375285,-1.96166
3.81,-0.619737,-0.78481,-1.40455,0.930161,0.283265,0.0361232
3.82,-0.627554,-0.778573,-1.40613,-0.0882186,0.203949,0.116418
3.83,-0.635308,-0.772259,-1.40757,-0.98021,-0.0175958,0.574527
3.84,-0.642999,-0.765867,-1.40887,-0.467878,0.280159,1.57505
3.85,-0.650625,-0.759399,-1.41002,0.714771,0.56049,-1.15404
3.86,-0.658186,-0.752855,-1.41104,0.873385,-0.0413691,-0.0640252
3.87,-0.665682,-0.746236,-1.41192,-0.219278,-1.05348,-1.26209
3.88,-0.673111,-0.739542,-1.41265,-0.997787,-0.98448,-0.119374
3.89,-0.680473,-0.732774,-1.41325,-0.346791,0.501795,1.49913
3.9,-0.687766,-0.725932,-1.4137,0.801044,1.70472,-0.055339
3.91,-0.694991,-0.719018,-1.41401,0.801243,0.929177,1.08676
3.92,-0.702146,-0.712033,-1.41418,-0.34648,-1.11191,-1.41547
3.93,-0.709231,-0.704976,-1.41421,-0.997809,-1.95287,-0.823042
3.94,-0.716246,-0.697848,-1.41409,-0.219602,-0.486216,0.161868
3.95,-0.723188,-0.690651,-1.41384,0.873224,1.54018,-0.184117
3.96,-0.730058,-0.683385,-1.41344,0.715003,1.70234,1.98708
3.97,-0.736856,-0.67605,-1.41291,-0.467585,-0.0676276,-0.426684
3.98,-0.743579,-0.668648,-1.41223,-0.980275,-1.53541,-0.167662
3.99,-0.750228,-0.661179,-1.41141,-0.0885488,-1.08839,-0.823441
4,-0.756802,-0.653644,-1.41045,0.93004,0.404743,-1.2088
4.01,-0.763301,-0.646043,-1.40934,0.616183,1.04839,1.40282
4.02,-0.769723,-0.638378,-1.4081,-0.580464,0.411875,0.0470119
4.03,-0.776068,-0.630649,-1.40672,-0.945494,-0.305373,1.2559
4.04,-0.782336,-0.622857,-1.40519,0.044062,-0.256559,-0.38866
4.05,-0.788525,-0.615002,-1.40353,0.970492,0.00551775,-1.43301
4.06,-0.794636,-0.607087,-1.40172,0.506522,-0.235612,0.131339
4.07,-0.800667,-0.59911,-1.39978,-0.68313,-0.520109,-0.834755
4.08,-0.806618,-0.591073,-1.39769,-0.894078,0.024217,1.71923
4.09,-0.812488,-0.582978,-1.39547,0.175898,1.00519,0.482983
4.1,-0.818277,-0.574824,-1.3931,0.993869,0.971712,-0.241935
4.11,-0.823984,-0.566613,-1.3906,0.387948,-0.465287,-0.138107
4.12,-0.829609,-0.558345,-1.38795,-0.773776,-1.67363,-1.88016
4.13,-0.835151,-0.550021,-1.38517,-0.82693,-0.946081,0.810823
4.14,-0.840609,-0.541642,-1.38225,0.304638,1.07574,0.190783
4.15,-0.845984,-0.533209,-1.37919,0.999759,1.95216,0.996285
4.16,-0.851273,-0.524722,-1.376,0.262549,0.520622,0.76475
4.17,-0.856478,-0.516184,-1.37266,-0.850808,-1.52434,-1.56769
4.18,-0.861597,-0.507593,-1.36919,-0.745234,-1.73113,0.00795712
4.19,-0.86663,-0.498952,-1.36558,0.428019,0.0361897,-1.16549
4.2,-0.871576,-0.490261,-1.36184,0.98806,1.55054,0.866945
4.21,-0.876435,-0.481521,-1.35796,0.132531,1.13218,1.26237
4.22,-0.881206,-0.472732,-1.35394,-0.912871,-0.395127,-0.22761
4.23,-0.885889,-0.463897,-1.34979,-0.650425,-1.0906,0.547917
4.24,-0.890484,-0.455015,-1.3455,0.543869,-0.449524,-1.90619
4.25,-0.894989,-0.446087,-1.34108,0.958976,0.32568,-0.0895783
4.26,-0.899405,-0.437115,-1.33652,0.000180866,0.309232,0.309413
4.27,-0.903732,-0.4281,-1.33183,-0.958873,0.00838529,0.422934
4.28,-0.907967,-0.419041,-1.32701,-0.544173,0.191999,1.64927
4.29,-0.912112,-0.409941,-1.32205,0.65015,0.478403,-1.15972
4.3,-0.916166,-0.400799,-1.31697,0.913019,-0.00874391,-0.176891
4.31,-0.920128,-0.391618,-1.31175,-0.132172,-0.956487,-1.08634
4.32,-0.923998,-0.382397,-1.3064,-0.988004,-0.956999,-0.27415
4.33,-0.927776,-0.373138,-1.30091,-0.428346,0.429472,1.63194
4.34,-0.931461,-0.363842,-1.2953,0.744993,1.64095,-0.097971
4.35,-0.935053,-0.354509,-1.28956,0.850999,0.961356,1.00419
4.36,-0.938551,-0.345141,-1.28369,-0.2622,-1.03891,-1.28276
4.37,-0.941955,-0.335738,-1.27769,-0.999751,-1.94942,-0.994272
4.38,-0.945266,-0.326302,-1.27157,-0.304983,-0.554494,0.331395
4.39,-0.948481,-0.316833,-1.26531,0.826727,1.50677,-0.250193
4.4,-0.951602,-0.307333,-1.25893,0.774005,1.75838,1.96454
4.41,-0.954628,-0.297802,-1.25243,-0.387615,-0.00394431,-0.330953
4.42,-0.957558,-0.288241,-1.2458,-0.993909,-1.56368,-0.350703
4.43,-0.960392,-0.278651,-1.23904,-0.176254,-1.17563,-0.652383
4.44,-0.963131,-0.269033,-1.23216,0.893916,0.383764,-1.31152
4.45,-0.965773,-0.259389,-1.22516,0.683394,1.13149,1.44592
4.46,-0.968319,-0.249718,-1.21804,-0.50621,0.488161,0.12125
4.47,-0.970767,-0.240022,-1.21079,-0.970579,-0.344158,1.09382
4.48,-0.973119,-0.230303,-1.20342,-0.0444234,-0.361881,-0.228698
4.49,-0.975373,-0.22056,-1.19593,0.945376,-0.0240904,-1.58582
4.5,-0.97753,-0.210796,-1.18833,0.580758,-0.149395,0.21541
4.51,-0.979589,-0.20101,-1.1806,-0.615898,-0.435438,-0.789981
4.52,-0.98155,-0.191204,-1.17275,-0.930172,-0.00501339,1.60813
4.53,-0.983413,-0.181379,-1.16479,0.0881885,0.907459,0.643581
4.54,-0.985178,-0.171536,-1.15671,0.980204,0.940353,-0.427994
4.55,-0.986844,-0.161676,-1.14852,0.467905,-0.394429,-0.0352851
4.56,-0.988411,-0.1518,-1.14021,-0.71475,-1.60674,-1.89176
4.57,-0.98988,-0.141908,-1.13179,-0.8734,-0.974956,0.749142
4.58,-0.991249,-0.132003,-1.12325,0.219249,1.0015,0.354421
4.59,-0.99252,-0.122084,-1.1146,0.997785,1.94464,0.814118
4.6,-0.993691,-0.112153,-1.10584,0.346819,0.587749,0.891515
4.61,-0.994763,-0.10221,-1.09697,-0.801026,-1.48753,-1.64554
4.62,-0.995735,-0.0922576,-1.08799,-0.801261,-1.78403,-0.023961
4.63,-0.996608,-0.0822958,-1.0789,0.346452,-0.0290301,-1.02547
4.64,-0.997381,-0.0723258,-1.06971,0.997811,1.57484,0.70899
4.65,-0.998054,-0.0623485,-1.0604,0.219631,1.21865,1.42756
4.66,-0.998628,-0.052365,-1.05099,-0.873209,-0.370691,-0.348591
4.67,-0.999102,-0.0423763,-1.04148,-0.715024,-1.17102,0.54375
4.68,-0.999476,-0.0323833,-1.03186,0.467559,-0.527711,-1.82188
4.69,-0.999749,-0.0223871,-1.02214,0.980281,0.360784,-0.232077
4.7,-0.999923,-0.0123887,-1.01231,0.0885789,0.414417,0.5023
4.71,-0.999997,-0.00238898,-1.00239,-0.930028,0.0415709,0.288052
4.72,-0.999971,0.00761095,-0.99236,-0.616207,0.10787,1.69471
4.73,-0.999845,0.0176101,-0.982235,0.580439,0.39128,-1.13447
4.74,-0.999619,0.0276075,-0.972011,0.945504,0.0170215,-0.312751
4.75,-0.999293,0.0376022,-0.961691,-0.0440319,-0.858195,-0.902142
4.76,-0.998867,0.047593,-0.951274,-0.970484,-0.921791,-0.419398
4.77,-0.998341,0.0575792,-0.940762,-0.506548,0.360235,1.74028
4.78,-0.997715,0.0675595,-0.930156,0.683108,1.57106,-0.109816
4.79,-0.99699,0.0775331,-0.919457,0.894091,0.986837,0.893646
4.8,-0.996165,0.087499,-0.908666,-0.175868,-0.963601,-1.13399
4.81,-0.99524,0.0974561,-0.897784,-0.993865,-1.93784,-1.16381
4.82,-0.994216,0.107403,-0.886812,-0.387976,-0.620306,0.482842
4.83,-0.993092,0.11734,-0.875752,0.773757,1.46667,-0.287405
4.84,-0.991869,0.127265,-0.864604,0.826947,1.80805,1.91105
4.85,-0.990547,0.137177,-0.853369,-0.30461,0.0626536,-0.213004
4.86,-0.989125,0.147076,-0.84205,-0.99976,-1.58399,-0.540412
4.87,-0.987605,0.156959,-0.830646,-0.262578,-1.26117,-0.491859
4.88,-0.985986,0.166827,-0.819159,0.850793,0.355947,-1.38903
4.89,-0.984269,0.176679,-0.80759,0.745254,1.20911,1.4577
4.9,-0.982453,0.186512,-0.79594,-0.427992,0.568099,0.222467
4.91,-0.980538,0.196327,-0.784211,-0.988064,-0.37554,0.916933
4.92,-0.978526,0.206123,-0.772403,-0.132561,-0.466755,-0.0714117
4.93,-0.976416,0.215898,-0.760518,0.912859,-0.0607966,-1.71905
4.94,-0.974208,0.225651,-0.748557,0.650448,-0.067495,0.270154
4.95,-0.971903,0.235381,-0.736522,-0.543844,-0.346001,-0.71493
4.96,-0.969501,0.245089,-0.724412,-0.958984,-0.0272508,1.4754
4.97,-0.967001,0.254771,-0.71223,-0.00021101,0.808781,0.809414
4.98,-0.964405,0.264428,-0.699977,0.958864,0.901332,-0.601908
4.99,-0.961713,0.274059,-0.687654,0.544198,-0.326964,0.0419552
5,-0.958924,0.283662,-0.675262,-0.650128,-1.53398,-1.87182
5.01,-0.95604,0.293237,-0.662803,-0.913031,-0.996961,0.660902
5.02,-0.95306,0.302783,-0.650277,0.132143,0.925297,0.531187
5.03,-0.949984,0.312298,-0.637686,0.987999,1.92902,0.635804
5.04,-0.946814,0.321782,-0.625032,0.428373,0.652085,0.997869
5.05,-0.943549,0.331234,-0.612315,-0.744972,-1.44424,-1.69321
5.06,-0.940189,0.340653,-0.599537,-0.851014,-1.83036,-0.085541
5.07,-0.936736,0.350037,-0.586698,0.262171,-0.0968449,-0.865018
5.08,-0.933189,0.359387,-0.573801,0.99975,1.59114,0.54673
5.09,-0.929548,0.368701,-0.560847,0.305012,1.30309,1.57903
5.1,-0.925815,0.377978,-0.547837,-0.82671,-0.339575,-0.443126
5.11,-0.921989,0.387217,-0.534772,-0.774024,-1.2457,0.508477
5.12,-0.91807,0.396417,-0.521653,0.387587,-0.609246,-1.71141
5.13,-0.91406,0.405578,-0.508483,0.993912,0.388408,-0.38649
5.14,-0.909959,0.414698,-0.495261,0.176283,0.518806,0.689568
5.15,-0.905767,0.423777,-0.48199,-0.893902,0.0817338,0.174231
5.16,-0.901484,0.432813,-0.468671,-0.683416,0.0283378,1.70958
5.17,-0.897111,0.441806,-0.455304,0.506184,0.299672,-1.0796
5.18,-0.892648,0.450755,-0.441893,0.970586,0.035675,-0.467566
5.19,-0.888096,0.459659,-0.428437,0.0444535,-0.759304,-0.714938
5.2,-0.883455,0.468517,-0.414938,-0.945367,-0.879,-0.55003
5.21,-0.878725,0.477328,-0.401398,-0.580783,0.294691,1.82106
5.22,-0.873908,0.486091,-0.387817,0.615874,1.49555,-0.090752
5.23,-0.869004,0.494806,-0.374198,0.930183,1.00529,0.758038
5.24,-0.864012,0.503471,-0.360542,-0.0881585,-0.886673,-0.974145
5.25,-0.858934,0.512085,-0.346849,-0.980198,-1.91818,-1.32618
5.26,-0.853771,0.520649,-0.333122,-0.467932,-0.683007,0.612007
5.27,-0.848522,0.529161,-0.319361,0.714729,1.4203,-0.294193
5.28,-0.843188,0.537619,-0.305569,0.873415,1.85094,1.82819
5.29,-0.837769,0.546024,-0.291745,-0.219219,0.131521,-0.0770331
5.3,-0.832267,0.554374,-0.277893,-0.997783,-1.59629,-0.731308
5.31,-0.826682,0.562669,-0.264013,-0.346847,-1.34434,-0.346861
5.32,-0.821014,0.570908,-0.250107,0.801008,0.321622,-1.43844
5.33,-0.815264,0.579089,-0.236175,0.801279,1.28074,1.43826
5.34,-0.809433,0.587213,-0.22222,-0.346423,0.651075,0.347554
5.35,-0.80352,0.595278,-0.208243,-0.997813,-0.399377,0.730339
5.36,-0.797527,0.603283,-0.194244,-0.219661,-0.570486,0.0777657
5.37,-0.791455,0.611228,-0.180227,0.873194,-0.104345,-1.82868
5.38,-0.785303,0.619112,-0.166191,0.715045,0.00953676,0.294237
5.39,-0.779073,0.626934,-0.152139,-0.467532,-0.252368,-0.61141
5.4,-0.772764,0.634693,-0.138072,-0.980287,-0.0422717,1.32538
5.41,-0.766379,0.642389,-0.12399,-0.0886089,0.709851,0.974981
5.42,-0.759917,0.65002,-0.109897,0.930017,0.854821,-0.758788
5.43,-0.753379,0.657587,-0.0957921,0.61623,-0.263487,0.0909269
5.44,-0.746765,0.665088,-0.0816779,-0.580415,-1.45585,-1.82072
5.45,-0.740077,0.672522,-0.0675555,-0.945514,-1.01179,0.549407
5.46,-0.733315,0.679889,-0.0534264,0.0440018,0.847813,0.715893
5.47,-0.72648,0.687188,-0.0392919,0.970477,1.90536,0.466734
5.48,-0.719572,0.694418,-0.0251535,0.506574,0.712997,1.07996
5.49,-0.712592,0.701579,-0.0110126,-0.683086,-1.3949,-1.70958
5.5,-0.70554,0.70867,0.00312945,-0.894105,-1.86972,-0.174752
5.51,-0.698418,0.71569,0.0172712,0.175838,-0.1666,-0.688635
5.52,-0.691227,0.722638,0.0314111,0.993862,1.59944,0.38568
5.53,-0.683966,0.729514,0.045548,0.388004,1.38483,1.71204
5.54,-0.676637,0.736317,0.0596803,-0.773738,-0.302139,-0.508736
5.55,-0.66924,0.743046,0.0738066,-0.826964,-1.31418,0.442715
5.56,-0.661776,0.749702,0.0879255,0.304581,-0.693504,-1.5783
5.57,-0.654246,0.756282,0.102036,0.99976,0.408439,-0.54756
5.58,-0.646651,0.762786,0.116136,0.262608,0.621708,0.865882
5.59,-0.638991,0.769215,0.130224,-0.850777,0.12859,0.0851541
5.6,-0.631267,0.775566,0.144299,-0.745274,-0.0460663,1.69304
5.61,-0.62348,0.78184,0.15836,0.427965,0.204165,-0.997385
5.62,-0.61563,0.788035,0.172405,0.988069,0.0470221,-0.636695
5.63,-0.607719,0.794152,0.186433,0.132591,-0.660509,-0.530259
5.64,-0.599747,0.800189,0.200442,-0.912847,-0.828827,-0.661415
5.65,-0.591716,0.806147,0.214431,-0.650471,0.233421,1.872
5.66,-0.583625,0.812024,0.228399,0.543819,1.41494,-0.0416305
5.67,-0.575475,0.817819,0.242344,0.958993,1.01643,0.601059
5.68,-0.567269,0.823533,0.256264,0.000241155,-0.808804,-0.808563
5.69,-0.559005,0.829164,0.270159,-0.958856,-1.89056,-1.47613
5.7,-0.550686,0.834713,0.284027,-0.544223,-0.741978,0.715387
5.71,-0.542311,0.840178,0.297867,0.650105,1.36811,-0.269951
5.72,-0.533882,0.845559,0.311677,0.913044,1.88668,1.71843
5.73,-0.5254,0.850855,0.325455,-0.132113,0.201996,0.0721991
5.74,-0.516865,0.856067,0.339201,-0.987994,-1.60059,-0.917866
5.75,-0.508279,0.861192,0.352913,-0.428401,-1.42448,-0.221886
5.76,-0.499642,0.866232,0.36659,0.744952,0.281177,-1.45772
5.77,-0.490955,0.871185,0.38023,0.85103,1.34595,1.38871
5.78,-0.482218,0.876051,0.393833,-0.262142,0.736451,0.492644
5.79,-0.473434,0.880829,0.407395,-0.99975,-0.41559,0.539435
5.8,-0.464602,0.88552,0.420917,-0.30504,-0.672388,0.213656
5.81,-0.455724,0.890121,0.434397,0.826693,-0.154424,-1.9114
5.82,-0.4468,0.894634,0.447834,0.774043,0.081191,0.287292
5.83,-0.437832,0.899057,0.461226,-0.387559,-0.155142,-0.482121
5.84,-0.428819,0.90339,0.474571,-0.993915,-0.0499112,1.16296
5.85,-0.419764,0.907633,0.487869,-0.176313,0.611364,1.13478
5.86,-0.410667,0.911785,0.501119,0.893889,0.801052,-0.894277
5.87,-0.401529,0.915846,0.514318,0.683438,-0.204559,0.109835
5.88,-0.39235,0.919816,0.527466,-0.506158,-1.37289,-1.7398
5.89,-0.383133,0.923693,0.540561,-0.970593,-1.0192,0.418689
5.9,-0.373877,0.927478,0.553602,-0.0444836,0.769732,0.903095
5.91,-0.364583,0.931171,0.566587,0.945357,1.87381,0.312005
5.92,-0.355254,0.93477,0.579516,0.580808,0.769878,1.13467
5.93,-0.345888,0.938276,0.592387,-0.61585,-1.33999,-1.69455
5.94,-0.336488,0.941688,0.605199,-0.930194,-1.90177,-0.28869
5.95,-0.327055,0.945005,0.617951,0.0881285,-0.237624,-0.501324
5.96,-0.317589,0.948229,0.63064,0.980192,1.59976,0.231314
5.97,-0.308091,0.951357,0.643266,0.467958,1.46322,1.82238
5.98,-0.298562,0.95439,0.655829,-0.714708,-0.258792,-0.543851
5.99,-0.289003,0.957328,0.668325,-0.873429,-1.37603,0.348038
6,-0.279415,0.96017,0.680755,0.21919,-0.779834,-1.42674
6.01,-0.2698,0.962916,0.693116,0.997781,0.420828,-0.709813
6.02,-0.260157,0.965566,0.705409,0.346876,0.722441,1.02624
6.03,-0.250489,0.968119,0.71763,-0.80099,0.1818,0.0237212
6.04,-0.240795,0.970576,0.72978,-0.801297,-0.114854,1.64522
6.05,-0.231078,0.972935,0.741857,0.346395,0.105377,-0.890916
6.06,-0.221337,0.975197,0.75386,0.997815,0.0509278,-0.815044
6.07,-0.211574,0.977362,0.765788,0.21969,-0.562503,-0.353548
6.08,-0.20179,0.979429,0.777639,-0.87318,-0.771534,-0.749527
6.09,-0.191986,0.981398,0.789412,-0.715066,0.176966,1.89178
6.1,-0.182163,0.983268,0.801106,0.467505,1.32979,0.035748
6.11,-0.172321,0.985041,0.81272,0.980293,1.02005,0.42707
6.12,-0.162462,0.986715,0.824253,0.0886389,-0.730684,-0.642743
6.13,-0.152587,0.98829,0.835703,-0.930006,-1.85513,-1.60876
6.14,-0.142697,0.989766,0.84707,-0.616254,-0.796625,0.790287
6.15,-0.132792,0.991144,0.858352,0.58039,1.31061,-0.215053
6.16,-0.122874,0.992422,0.869548,0.945524,1.91497,1.58508
6.17,-0.112944,0.993601,0.880658,-0.0439716,0.2734,0.229513
6.18,-0.103002,0.994681,0.891679,-0.97047,-1.59696,-1.09469
6.19,-0.0930505,0.995661,0.902611,-0.5066,-1.50096,-0.1208
6.2,-0.0830894,0.996542,0.913453,0.683064,0.235044,-1.44578
6.21,-0.07312,0.997323,0.924203,0.894118,1.40435,1.31106
6.22,-0.0631433,0.998004,0.934861,-0.175809,0.823567,0.653235
6.23,-0.0531602,0.998586,0.945426,-0.993859,-0.424158,0.349746
6.24,-0.0431719,0.999068,0.955896,-0.388032,-0.771786,0.331502
6.25,-0.0331792,0.999449,0.96627,0.773719,-0.210668,-1.96473
6.26,-0.0231832,0.999731,0.976548,0.826981,0.147002,0.249927
6.27,-0.0131849,0.999913,0.986728,-0.304552,-0.0549537,-0.330571
6.28,-0.0031853,0.999995,0.99681,-0.999761,-0.0500646,0.993397
6.29,0.00681464,0.999977,1.00679,-0.262637,0.514011,1.28348
6.3,0.0168139,0.999859,1.01667,0.850761,0.740314,-1.00469
6.31,0.0268115,0.999641,1.02645,0.745294,-0.150704,0.0978309
6.32,0.0368064,0.999322,1.03613,-0.427937,-1.28571,-1.63132
6.33,0.0467976,0.998904,1.0457,-0.988073,-1.01899,0.273379
6.34,0.0567841,0.998386,1.05517,-0.132621,0.691745,1.08726
6.35,0.066765,0.997769,1.06453,0.912835,1.83456,0.176253
6.36,0.0767392,0.997051,1.07379,0.650494,0.822152,1.15977
6.37,0.0867057,0.996234,1.08294,-0.543793,-1.28003,-1.64896
6.38,0.0966635,0.995317,1.09198,-0.959001,-1.92624,-0.42367
6.39,0.106612,0.994301,1.10091,-0.000271299,-0.309237,-0.308423
6.4,0.116549,0.993185,1.10973,0.958847,1.59221,0.0888895
6.41,0.126475,0.99197,1.11844,0.544249,1.53763,1.90655
6.42,0.136388,0.990655,1.12704,-0.650082,-0.209993,-0.547859
6.43,0.146288,0.989242,1.13553,-0.913056,-1.43088,0.22693
6.44,0.156173,0.98773,1.1439,0.132083,-0.867566,-1.2615
6.45,0.166042,0.986119,1.15216,0.98799,0.425586,-0.867731
6.46,0.175895,0.984409,1.1603,0.428428,0.820341,1.16615
6.47,0.18573,0.982601,1.16833,-0.744932,0.240974,-0.00804173
6.48,0.195547,0.980694,1.17624,-0.851046,-0.177583,1.56722
6.49,0.205344,0.97869,1.18403,0.262113,0.00395317,-0.764058
6.5,0.21512,0.976588,1.19171,0.999749,0.0473178,-0.997216
6.51,0.224875,0.974388,1.19926,0.305069,-0.465973,-0.189989
6.52,0.234607,0.97209,1.2067,-0.826676,-0.707436,-0.811065
6.53,0.244316,0.969696,1.21401,-0.774062,0.125831,1.88003
6.54,0.254001,0.967204,1.2212,0.387532,1.24072,0.138692
6.55,0.26366,0.964616,1.22828,0.993919,1.01599,0.240962
6.56,0.273293,0.961931,1.23522,0.176343,-0.653001,-0.482185
6.57,0.282898,0.95915,1.24205,-0.893875,-1.81213,-1.71974
6.58,0.292476,0.956273,1.24875,-0.68346,-0.846391,0.834904
6.59,0.302024,0.9533,1.25532,0.506132,1.24833,-0.130838
6.6,0.311541,0.950233,1.26177,0.970601,1.93555,1.43219
6.61,0.321028,0.94707,1.2681,0.0445137,0.345049,0.389474
6.62,0.330482,0.943812,1.27429,-0.945347,-1.58554,-1.25668
6.63,0.339904,0.94046,1.28036,-0.580832,-1.57316,-0.0467062
6.64,0.349291,0.937014,1.28631,0.615827,0.183703,-1.40252
6.65,0.358644,0.933474,1.29212,0.930206,1.45558,1.20822
6.66,0.367961,0.929841,1.2978,-0.0880984,0.911746,0.824333
6.67,0.37724,0.926115,1.30336,-0.980186,-0.425123,0.166754
6.68,0.386483,0.922297,1.30878,-0.467985,-0.868026,0.42711
6.69,0.395686,0.918386,1.31407,0.714687,-0.272662,-1.98712
6.7,0.40485,0.914383,1.31923,0.873444,0.206551,0.183709
6.71,0.413973,0.910289,1.32426,-0.219161,0.0475405,-0.160964
6.72,0.423055,0.906104,1.32916,-0.997779,-0.0426877,0.822172
6.73,0.432095,0.901828,1.33392,-0.346904,0.418471,1.4161
6.74,0.441092,0.897462,1.33855,0.800972,0.672949,-1.08711
6.75,0.450044,0.893006,1.34305,0.801315,-0.102403,0.0550436
6.76,0.458951,0.888461,1.34741,-0.346367,-1.19491,-1.49839
6.77,0.467813,0.883827,1.35164,-0.997817,-1.01103,0.118568
6.78,0.476628,0.879105,1.35573,-0.219719,0.614537,1.26296
6.79,0.485395,0.874295,1.35969,0.873165,1.78788,0.0635137
6.8,0.494113,0.869397,1.36351,0.715087,0.869279,1.15393
6.81,0.502782,0.864413,1.3672,-0.467479,-1.21558,-1.5746
6.82,0.511401,0.859342,1.37074,-0.980299,-1.94289,-0.575336
6.83,0.519969,0.854185,1.37415,-0.0886689,-0.38075,-0.115442
6.84,0.528485,0.848943,1.37743,0.929995,1.57696,-0.0367145
6.85,0.536948,0.843616,1.38056,0.616278,1.60747,1.96187
6.86,0.545357,0.838204,1.38356,-0.580366,-0.156241,-0.521124
6.87,0.553711,0.832709,1.38642,-0.945534,-1.47842,0.0827052
6.88,0.562011,0.82713,1.38914,0.0439415,-0.95602,-1.08776
6.89,0.570254,0.821469,1.39172,0.970463,0.422784,-1.01593
6.9,0.57844,0.815725,1.39416,0.506626,0.914763,1.28173
6.91,0.586568,0.8099,1.39647,-0.683042,0.305672,-0.00904547
6.92,0.594637,0.803994,1.39863,-0.894132,-0.23386,1.46106
6.93,0.602648,0.798007,1.40066,0.175779,-0.0994424,-0.621305
6.94,0.610597,0.791941,1.40254,0.993855,0.0361785,-1.17769
6.95,0.618486,0.785796,1.40428,0.388059,-0.371589,-0.0443508
6.96,0.626313,0.779572,1.40588,-0.7737,-0.636903,-0.843562
6.97,0.634077,0.77327,1.40735,-0.826998,0.0804739,1.83736
6.98,0.641778,0.76689,1.40867,0.304524,1.14835,0.263701
6.99,0.649415,0.760434,1.40985,0.999762,1.00413,0.0480058
7,0.656987,0.753902,1.41089,0.262666,-0.576439,-0.332219
7.01,0.664493,0.747295,1.41179,-0.850745,-1.76185,-1.80537
7.02,0.671932,0.740613,1.41254,-0.745314,-0.890755,0.848382
7.03,0.679305,0.733856,1.41316,0.42791,1.18185,-0.0195669
7.04,0.686609,0.727027,1.41364,0.988078,1.94823,1.26439
7.05,0.693845,0.720124,1.41397,0.132651,0.416255,0.546561
7.06,0.701011,0.71315,1.41416,-0.912822,-1.56651,-1.3992
7.07,0.708108,0.706104,1.41421,-0.650517,-1.6405,-0.00185955
7.08,0.715133,0.698988,1.41412,0.543768,0.127676,-1.32879
7.09,0.722087,0.691802,1.41389,0.95901,1.49936,1.08387
7.1,0.728969,0.684547,1.41352,0.000301444,1.0003,1.0006
7.11,0.735778,0.677223,1.413,-0.958839,-0.418587,-0.0042753
7.12,0.742513,0.669831,1.41234,-0.544274,-0.960476,0.496989
7.13,0.749174,0.662373,1.41155,0.650059,-0.339942,-1.97794
7.14,0.755761,0.654848,1.41061,0.913068,0.25947,0.0911129
7.15,0.762271,0.647258,1.40953,-0.132053,0.151667,0.021927
7.16,0.768705,0.639603,1.40831,-0.987985,-0.027798,0.654802
7.17,0.775063,0.631884,1.40695,-0.428455,0.325408,1.52814
7.18,0.781343,0.624102,1.40544,0.744912,0.599352,-1.13951
7.19,0.787545,0.616257,1.4038,0.851062,-0.0600933,-0.0174287
7.2,0.793668,0.608351,1.40202,-0.262084,-1.10112,-1.34488
7.21,0.799712,0.600384,1.4001,-0.999748,-0.995262,-0.040359
7.22,0.805675,0.592357,1.39803,-0.305098,0.538789,1.42499
7.23,0.811559,0.584271,1.39583,0.826659,1.73408,-0.0229058
7.24,0.817361,0.576126,1.39349,0.774082,0.910759,1.1168
7.25,0.823081,0.567924,1.39101,-0.387504,-1.14723,-1.47418
7.26,0.828719,0.559665,1.38838,-0.993922,-1.95156,-0.738805
7.27,0.834274,0.55135,1.38562,-0.176372,-0.451478,0.0721095
7.28,0.839746,0.54298,1.38273,0.893862,1.55422,-0.141151
7.29,0.845133,0.534555,1.37969,0.683482,1.67218,1.98653
7.3,0.850437,0.526078,1.37651,-0.506106,-0.0980787,-0.464976
7.31,0.855655,0.517547,1.3732,-0.970608,-1.51839,-0.0805941
7.32,0.860787,0.508965,1.36975,-0.0445438,-1.0445,-0.910961
7.33,0.865834,0.500332,1.36617,0.945337,0.412555,-1.14932
7.34,0.870794,0.491648,1.36244,0.580857,1.00509,1.36987
7.35,0.875667,0.482916,1.35858,-0.615803,0.375408,0.0208282
7.36,0.880452,0.474135,1.35459,-0.930217,-0.283343,1.32967
7.37,0.885149,0.465307,1.35046,0.0880684,-0.204128,-0.467649
7.38,0.889758,0.456433,1.34619,0.98018,0.0175578,-1.35099
7.39,0.894278,0.447512,1.34179,0.468012,-0.280006,0.079167
7.4,0.898708,0.438547,1.33726,-0.714666,-0.560355,-0.845458
7.41,0.903049,0.429538,1.33259,-0.873459,0.0413079,1.76534
7.42,0.907299,0.420487,1.32779,0.219131,1.05332,0.40658
7.43,0.911458,0.411393,1.32285,0.997777,0.98444,-0.146316
7.44,0.915526,0.402258,1.31778,0.346932,-0.50167,-0.197834
7.45,0.919503,0.393083,1.31259,-0.800954,-1.70462,-1.86277
7.46,0.923388,0.383868,1.30726,-0.801333,-0.929237,0.830841
7.47,0.92718,0.374615,1.3018,0.346338,1.11179,0.115646
7.48,0.93088,0.365325,1.2962,0.997819,1.95287,1.08678
7.49,0.934487,0.355998,1.29048,0.219749,0.486334,0.695339
7.5,0.938,0.346635,1.28464,-0.87315,-1.54013,-1.51822
7.51,0.941419,0.337238,1.27866,-0.715108,-1.70244,0.0124113
